Hour of day,Year,Day,Day of Year,Latitude,Longitude,Month,Ne/cm-3,O+,N+,hmF2,Tec,foF2,magnitud,Profundidad,VTEC
1.6,2022,18,260,18.53368,237.3,9,915072,986,13,277,19.67,9.829,,,8.4
1.8,2022,18,260,18.53368,237.3,9,874157,987,13,276.2,18.76,9.584,,,8.4
2,2022,18,260,18.53368,237.3,9,835121,987,13,275.9,17.84,9.335,,,8.2
2.2,2022,18,260,18.53368,237.3,9,798065,987,12,276.1,16.91,9.085,,,8.1
2.4,2022,18,260,18.53368,237.3,9,763059,988,12,276.6,15.9,8.836,,,8.5
2.6,2022,18,260,18.53368,237.3,9,730145,988,12,277.6,14.98,8.589,,,8.6
2.8,2022,18,260,18.53368,237.3,9,699364,988,11,278.9,14.08,8.347,,,8.8
3,2022,18,260,18.53368,237.3,9,670759,989,11,280.6,13.23,8.112,,,9.3
3.2,2022,18,260,18.53368,237.3,9,644366,989,11,282.7,12.46,7.887,,,9.6
3.4,2022,18,260,18.53368,237.3,9,620224,989,10,285.1,11.66,7.675,,,9.8
3.6,2022,18,260,18.53368,237.3,9,598353,990,10,287.7,10.93,7.478,,,12.2
3.8,2022,18,260,18.53368,237.3,9,578757,990,10,290.5,10.26,7.297,,,16
4,2022,18,260,18.53368,237.3,9,561393,990,9,293.5,9.66,7.135,,,17.6
4.2,2022,18,260,18.53368,237.3,9,546162,990,9,296.7,9.13,6.993,,,19.6
4.4,2022,18,260,18.53368,237.3,9,532908,991,9,299.9,8.68,6.869,,,19.1
4.6,2022,18,260,18.53368,237.3,9,566775,991,9,303.1,8.68,6.763,,,21.5
4.8,2022,18,260,18.53368,237.3,9,550463,991,9,306.4,8.3,6.674,,,21.6
5,2022,18,260,18.53368,237.3,9,535494,991,9,309.5,7.97,6.598,,,22.3
5.2,2022,18,260,18.53368,237.3,9,521313,991,9,312.6,7.68,6.532,,,23.5
5.4,2022,18,260,18.53368,237.3,9,507450,991,8,315.5,7.43,6.473,,,26.1
5.6,2022,18,260,18.53368,237.3,9,493517,991,8,318.2,7.2,6.417,,,27.5
5.8,2022,18,260,18.53368,237.3,9,479219,991,8,320.7,6.99,6.36,,,29.2
6,2022,18,260,18.53368,237.3,9,464362,991,8,323,6.77,6.299,,,30.4
6.2,2022,18,260,18.53368,237.3,9,448853,991,8,325,6.55,6.231,,,30.9
6.4,2022,18,260,18.53368,237.3,9,432710,991,9,326.8,6.33,6.156,,,31.5
6.6,2022,18,260,18.53368,237.3,9,416055,991,9,328.2,6.1,6.071,,,32.2
6.8,2022,18,260,18.53368,237.3,9,399101,991,9,329.4,5.86,5.976,,,35.1
7,2022,18,260,18.53368,237.3,9,382129,991,9,330.2,5.61,5.874,,,37.9
7.2,2022,18,260,18.53368,237.3,9,365467,991,9,330.8,5.37,5.765,,,39.1
7.4,2022,18,260,18.53368,237.3,9,349448,991,9,331.1,5.13,5.653,,,41.9
7.6,2022,18,260,18.53368,237.3,9,334390,991,9,331.1,4.9,5.538,,,44.5
7.8,2022,18,260,18.53368,237.3,9,320561,991,9,330.8,4.69,5.425,,,46.7
8,2022,18,260,18.53368,237.3,9,308153,991,9,330.3,4.49,5.315,,,46.6
8.2,2022,18,260,18.53368,237.3,9,297268,991,9,329.5,4.31,5.211,,,45.7
8.4,2022,18,260,18.53368,237.3,9,287903,991,9,328.6,4.15,5.113,,,47.8
8.6,2022,18,260,18.53368,237.3,9,279942,991,9,327.5,4.01,5.022,,,48.8
8.8,2022,18,260,18.53368,237.3,9,273165,991,9,326.2,3.89,4.937,,,49.8
9,2022,18,260,18.53368,237.3,9,267257,991,9,324.7,3.79,4.857,,,52.2
9.2,2022,18,260,18.53368,237.3,9,261835,991,9,323.2,3.69,4.779,,,53
9.4,2022,18,260,18.53368,237.3,9,256484,991,9,321.5,3.6,4.702,,,52.1
9.6,2022,18,260,18.53368,237.3,9,250801,991,9,319.8,3.51,4.622,,,53.7
9.8,2022,18,260,18.53368,237.3,9,244443,990,9,318,3.43,4.538,,,56.6
10,2022,18,260,18.53368,237.3,9,237181,990,9,316.2,3.33,4.448,,,61.9
10.2,2022,18,260,18.53368,237.3,9,228934,990,9,314.3,3.23,4.352,,,62.5
10.4,2022,18,260,18.53368,237.3,9,219794,990,9,312.4,3.12,4.248,,,62.2
10.6,2022,18,260,18.53368,237.3,9,210021,990,10,310.5,3.01,4.141,,,58.7
10.8,2022,18,260,18.53368,237.3,9,200024,989,10,308.7,2.9,4.032,,,59.1
11,2022,18,260,18.53368,237.3,9,190322,989,10,306.8,2.79,3.927,,,59.9
11.2,2022,18,260,18.53368,237.3,9,181500,989,10,304.9,2.69,3.83,,,60.1
11.4,2022,18,260,18.53368,237.3,9,174162,988,11,303.1,2.62,3.749,,,56.8
11.6,2022,18,260,18.53368,237.3,9,168906,988,11,301.3,2.57,3.691,,,54.2
11.8,2022,18,260,18.53368,237.3,9,151103,987,12,299.5,2.42,3.662,,,50.1
12,2022,18,260,18.53368,237.3,9,150010,987,12,297.8,2.44,3.669,,,48.6
12.2,2022,18,260,18.53368,237.3,9,152150,987,12,296,2.52,3.718,,,50.3
12.4,2022,18,260,18.53368,237.3,9,157892,986,13,294.4,2.65,3.812,,,44
12.6,2022,18,260,18.53368,237.3,9,167583,986,13,292.7,2.84,3.954,,,43.2
12.8,2022,18,260,18.53368,237.3,9,181545,985,13,291.1,3.12,4.143,,,42.9
13,2022,18,260,18.53368,237.3,9,200039,985,14,289.5,3.47,4.379,,,39.7
13.2,2022,18,260,18.53368,237.3,9,223231,985,14,288,3.91,4.658,,,35.4
13.4,2022,18,260,18.53368,237.3,9,251137,984,14,286.5,4.45,4.973,,,31.8
13.6,2022,18,260,18.53368,237.3,9,283579,984,14,285.1,5.08,5.317,,,27.5
13.8,2022,18,260,18.53368,237.3,9,320157,984,15,283.8,5.81,5.683,,,24
14,2022,18,260,18.53368,237.3,9,360236,984,15,282.6,6.63,6.061,,,21.8
14.2,2022,18,260,18.53368,237.3,9,402981,983,15,281.5,7.52,6.443,,,19.6
14.4,2022,18,260,18.53368,237.3,9,447406,983,15,280.6,8.45,6.819,,,17.4
14.6,2022,18,260,18.53368,237.3,9,492457,983,15,279.8,9.4,7.182,,,16.1
14.8,2022,18,260,18.53368,237.3,9,537110,983,15,279.1,10.35,7.527,,,15.8
15,2022,18,260,18.53368,237.3,9,580455,983,15,278.6,11.27,7.847,,,15
15.2,2022,18,260,18.53368,237.3,9,621788,983,15,278.4,12.17,8.141,,,15.5
15.4,2022,18,260,18.53368,237.3,9,660652,983,15,278.3,13.02,8.407,,,13.8
15.6,2022,18,260,18.53368,237.3,9,696877,984,15,278.5,13.84,8.645,,,12.5
15.8,2022,18,260,18.53368,237.3,9,730561,984,15,278.9,14.61,8.859,,,12
16,2022,18,260,18.53368,237.3,9,762032,984,15,279.6,15.35,9.051,,,11.4
16.2,2022,18,260,18.53368,237.3,9,791806,984,15,280.5,16.05,9.226,,,11.3
16.4,2022,18,260,18.53368,237.3,9,820496,985,14,281.7,16.73,9.388,,,10.7
16.6,2022,18,260,18.53368,237.3,9,848745,985,14,283.2,17.4,9.542,,,10.2
16.8,2022,18,260,18.53368,237.3,9,877159,986,13,284.9,18.07,9.691,,,10.8
17,2022,18,260,18.53368,237.3,9,906230,986,13,286.9,18.74,9.841,,,10.1
17.2,2022,18,260,18.53368,237.3,9,936287,987,13,289.1,19.42,9.993,,,10.3
17.4,2022,18,260,18.53368,237.3,9,967459,987,12,291.5,20.12,10.149,,,9.9
17.6,2022,18,260,18.53368,237.3,9,999649,988,12,294.1,20.84,10.309,,,10.6
17.8,2022,18,260,18.53368,237.3,9,1032556,988,11,296.9,21.58,10.474,,,10.3
18,2022,18,260,18.53368,237.3,9,1065669,988,11,299.8,22.32,10.641,,,9.6
18.2,2022,18,260,18.53368,237.3,9,1448042,989,11,302.8,25.99,10.809,,,9.1
18.4,2022,18,260,18.53368,237.3,9,1490083,989,11,305.9,26.73,10.976,,,9.5
18.6,2022,18,260,18.53368,237.3,9,1528997,989,10,309,27.46,11.139,,,9.1
18.8,2022,18,260,18.53368,237.3,9,1563919,990,10,312.1,28.14,11.296,,,9.3
19,2022,18,260,18.53368,237.3,9,1594331,990,10,315.1,28.78,11.445,,,10.3
19.2,2022,18,260,18.53368,237.3,9,1620101,990,10,318,29.36,11.584,,,10.5
19.4,2022,18,260,18.53368,237.3,9,1641463,990,10,320.8,29.9,11.712,,,10.4
19.6,2022,18,260,18.53368,237.3,9,1658962,990,10,323.3,30.37,11.829,,,10.8
19.8,2022,18,260,18.53368,237.3,9,1673367,990,10,325.6,30.8,11.935,,,9.2
20,2022,18,260,18.53368,237.3,9,1685550,990,10,327.7,31.19,12.03,,,8.3
20.2,2022,18,260,18.53368,237.3,9,1696402,990,10,329.4,31.52,12.115,,,8.1
20.4,2022,18,260,18.53368,237.3,9,1706728,990,10,330.7,31.82,12.191,,,10.4
20.6,2022,18,260,18.53368,237.3,9,1717211,990,10,331.7,32.09,12.258,,,10.2
20.8,2022,18,260,18.53368,237.3,9,1728351,989,11,332.3,32.32,12.317,,,9
21,2022,18,260,18.53368,237.3,9,1740490,989,11,332.5,32.52,12.369,,,8.8
21.2,2022,18,260,18.53368,237.3,9,1753774,989,11,332.3,32.68,12.412,,,8.7
21.4,2022,18,260,18.53368,237.3,9,1768140,989,11,331.6,32.81,12.447,,,8.9
21.6,2022,18,260,18.53368,237.3,9,1783312,988,12,330.6,32.91,12.473,,,9.3
21.8,2022,18,260,18.53368,237.3,9,1798742,988,12,329.1,32.97,12.487,,,8.8
22,2022,18,260,18.53368,237.3,9,1813600,988,12,327.2,32.99,12.489,,,9
22.2,2022,18,260,18.53368,237.3,9,1826778,987,12,325,32.97,12.476,,,9
22.4,2022,18,260,18.53368,237.3,9,1836890,987,13,322.5,32.89,12.447,,,10.1
22.6,2022,18,260,18.53368,237.3,9,1842374,987,13,319.7,32.72,12.401,,,11.9
22.8,2022,18,260,18.53368,237.3,9,1841609,986,13,316.6,32.52,12.337,,,14.9
23,2022,18,260,18.53368,237.3,9,1833107,986,14,313.3,32.25,12.254,,,17.4
23.2,2022,18,260,18.53368,237.3,9,1815729,986,14,309.9,31.89,12.152,,,18.2
23.4,2022,18,260,18.53368,237.3,9,1788895,986,14,306.4,31.45,12.031,,,19.6
23.6,2022,18,260,18.53368,237.3,9,1752749,985,14,302.9,30.92,11.893,,,21.8
23.8,2022,18,260,18.53368,237.3,9,1303113,985,15,299.3,26.86,11.738,,,22.9
24,2022,18,260,18.53368,237.3,9,1266593,985,15,295.9,26.2,11.567,,,25.1
1,2022,19,261,18.53368,237.3,9,1042267,986,14,281.2,22.25,10.533,,,26.7
1.2,2022,19,261,18.53368,237.3,9,996896,986,14,279.2,21.39,10.3,,,27.6
1.4,2022,19,261,18.53368,237.3,9,952659,986,14,277.7,20.5,10.061,,,27.6
1.6,2022,19,261,18.53368,237.3,9,909935,986,13,276.5,19.61,9.817,,,27.7
1.8,2022,19,261,18.53368,237.3,9,868973,987,13,275.8,18.69,9.57,,,28.2
2,2022,19,261,18.53368,237.3,9,829950,987,13,275.5,17.77,9.32,,,25.7
2.2,2022,19,261,18.53368,237.3,9,792964,987,12,275.6,16.85,9.069,,,27.3
2.4,2022,19,261,18.53368,237.3,9,758081,988,12,276.1,15.83,8.818,,,30
2.6,2022,19,261,18.53368,237.3,9,725341,988,12,277.1,14.91,8.571,,,31.8
2.8,2022,19,261,18.53368,237.3,9,694783,988,11,278.4,14.03,8.328,,,31.5
3,2022,19,261,18.53368,237.3,9,666434,989,11,280.2,13.17,8.093,,,33.6
3.2,2022,19,261,18.53368,237.3,9,640330,989,11,282.2,12.41,7.869,,,34.8
3.4,2022,19,261,18.53368,237.3,9,616496,989,10,284.6,11.63,7.657,,,36.7
3.6,2022,19,261,18.53368,237.3,9,594951,990,10,287.2,10.9,7.46,,,39.9
3.8,2022,19,261,18.53368,237.3,9,575682,990,10,290,10.24,7.281,,,43.7
4,2022,19,261,18.53368,237.3,9,558640,990,9,293,9.64,7.12,,,43.8
4.2,2022,19,261,18.53368,237.3,9,543727,991,9,296.2,9.12,6.978,,,44.5
4.4,2022,19,261,18.53368,237.3,9,530775,991,9,299.4,8.67,6.855,,,45.8
4.6,2022,19,261,18.53368,237.3,9,564821,991,9,302.6,8.68,6.751,,,47.1
4.8,2022,19,261,18.53368,237.3,9,548884,991,9,305.8,8.3,6.662,,,51.2
5,2022,19,261,18.53368,237.3,9,534294,991,8,309,7.97,6.587,,,53.3
5.2,2022,19,261,18.53368,237.3,9,520486,991,8,312,7.69,6.522,,,55.3
5.4,2022,19,261,18.53368,237.3,9,506973,991,8,314.9,7.44,6.463,,,58
5.6,2022,19,261,18.53368,237.3,9,493354,991,8,317.6,7.21,6.407,,,59.9
5.8,2022,19,261,18.53368,237.3,9,479324,991,8,320.1,6.99,6.35,,,56.7
6,2022,19,261,18.53368,237.3,9,464680,991,8,322.4,6.78,6.289,,,57.7
6.2,2022,19,261,18.53368,237.3,9,449325,991,8,324.4,6.56,6.221,,,57.3
6.4,2022,19,261,18.53368,237.3,9,433278,991,8,326.1,6.33,6.144,,,56.8
6.6,2022,19,261,18.53368,237.3,9,416659,991,8,327.6,6.1,6.058,,,60.2
6.8,2022,19,261,18.53368,237.3,9,399687,991,8,328.7,5.86,5.963,,,61.8
7,2022,19,261,18.53368,237.3,9,382649,991,8,329.6,5.61,5.859,,,55.4
7.2,2022,19,261,18.53368,237.3,9,365878,991,8,330.1,5.37,5.749,,,55.8
7.4,2022,19,261,18.53368,237.3,9,349714,991,8,330.4,5.13,5.635,,,53.9
7.6,2022,19,261,18.53368,237.3,9,334483,991,8,330.4,4.89,5.519,,,49.1
7.8,2022,19,261,18.53368,237.3,9,320456,991,8,330.1,4.67,5.405,,,47.1
8,2022,19,261,18.53368,237.3,9,307832,991,8,329.6,4.47,5.293,,,45.4
8.2,2022,19,261,18.53368,237.3,9,296715,991,8,328.8,4.29,5.188,,,45
8.4,2022,19,261,18.53368,237.3,9,287103,991,8,327.9,4.13,5.088,,,44.4
8.6,2022,19,261,18.53368,237.3,9,278887,991,8,326.8,3.99,4.996,,,42.5
8.8,2022,19,261,18.53368,237.3,9,271849,991,8,325.5,3.87,4.91,,,40
9,2022,19,261,18.53368,237.3,9,265679,991,8,324,3.76,4.828,,,39.3
9.2,2022,19,261,18.53368,237.3,9,260002,991,8,322.5,3.66,4.75,,,38.5
9.4,2022,19,261,18.53368,237.3,9,254411,991,9,320.9,3.57,4.672,,,34.9
9.6,2022,19,261,18.53368,237.3,9,248514,991,9,319.1,3.48,4.592,,,29.5
9.8,2022,19,261,18.53368,237.3,9,241980,991,9,317.4,3.39,4.508,,,25.8
10,2022,19,261,18.53368,237.3,9,234589,990,9,315.6,3.3,4.418,,,24.8
10.2,2022,19,261,18.53368,237.3,9,226268,990,9,313.7,3.2,4.321,,,21.3
10.4,2022,19,261,18.53368,237.3,9,217111,990,9,311.9,3.09,4.219,,,17.8
10.6,2022,19,261,18.53368,237.3,9,207375,990,9,310,2.98,4.112,,,15.4
10.8,2022,19,261,18.53368,237.3,9,197465,990,10,308.2,2.86,4.004,,,15.2
11,2022,19,261,18.53368,237.3,9,187891,989,10,306.3,2.76,3.9,,,14.8
11.2,2022,19,261,18.53368,237.3,9,179226,989,10,304.5,2.66,3.805,,,14.1
11.4,2022,19,261,18.53368,237.3,9,172067,988,11,302.7,2.59,3.726,,,13.6
11.6,2022,19,261,18.53368,237.3,9,167000,988,11,300.9,2.55,3.67,,,12.1
11.8,2022,19,261,18.53368,237.3,9,149441,988,11,299.2,2.4,3.643,,,12.7
12,2022,19,261,18.53368,237.3,9,148533,987,12,297.4,2.42,3.653,,,11.9
12.2,2022,19,261,18.53368,237.3,9,150851,987,12,295.7,2.5,3.704,,,11.7
12.4,2022,19,261,18.53368,237.3,9,156767,986,12,294,2.63,3.801,,,11
12.6,2022,19,261,18.53368,237.3,9,166633,986,13,292.4,2.83,3.945,,,11.5
12.8,2022,19,261,18.53368,237.3,9,180776,985,13,290.8,3.11,4.138,,,11.2
13,2022,19,261,18.53368,237.3,9,199463,985,13,289.2,3.46,4.377,,,10.7
13.2,2022,19,261,18.53368,237.3,9,222865,985,14,287.7,3.91,4.658,,,10.3
13.4,2022,19,261,18.53368,237.3,9,251005,984,14,286.3,4.45,4.976,,,9.8
13.6,2022,19,261,18.53368,237.3,9,283707,984,14,284.9,5.09,5.324,,,10.1
13.8,2022,19,261,18.53368,237.3,9,320574,984,14,283.6,5.82,5.694,,,10.1
14,2022,19,261,18.53368,237.3,9,360973,984,15,282.4,6.65,6.075,,,10
14.2,2022,19,261,18.53368,237.3,9,404066,984,15,281.3,7.54,6.46,,,9.6
14.4,2022,19,261,18.53368,237.3,9,448863,983,15,280.3,8.48,6.84,,,9.6
14.6,2022,19,261,18.53368,237.3,9,494311,983,15,279.5,9.44,7.207,,,10
14.8,2022,19,261,18.53368,237.3,9,539373,983,15,278.8,10.39,7.554,,,10.3
15,2022,19,261,18.53368,237.3,9,583135,983,15,278.3,11.33,7.878,,,10.3
15.2,2022,19,261,18.53368,237.3,9,624884,983,15,278.1,12.23,8.175,,,9.8
15.4,2022,19,261,18.53368,237.3,9,664154,984,15,278,13.09,8.443,,,9.6
15.6,2022,19,261,18.53368,237.3,9,700770,984,15,278.2,13.91,8.685,,,9.5
15.8,2022,19,261,18.53368,237.3,9,734817,984,15,278.6,14.69,8.901,,,8.5
16,2022,19,261,18.53368,237.3,9,766622,984,15,279.2,15.44,9.095,,,8.1
16.2,2022,19,261,18.53368,237.3,9,796693,984,14,280.1,16.15,9.271,,,9.4
16.4,2022,19,261,18.53368,237.3,9,825638,985,14,281.3,16.84,9.434,,,9.1
16.6,2022,19,261,18.53368,237.3,9,854104,985,14,282.7,17.51,9.589,,,8.7
16.8,2022,19,261,18.53368,237.3,9,882689,986,13,284.4,18.18,9.74,,,8.7
17,2022,19,261,18.53368,237.3,9,911887,986,13,286.4,18.86,9.889,,,8.8
17.2,2022,19,261,18.53368,237.3,9,942025,987,13,288.6,19.54,10.041,,,8.6
17.4,2022,19,261,18.53368,237.3,9,973232,987,12,291,20.24,10.196,,,8.6
17.6,2022,19,261,18.53368,237.3,9,1005421,988,12,293.6,20.96,10.355,,,9.7
17.8,2022,19,261,18.53368,237.3,9,1038281,988,12,296.3,21.7,10.518,,,9.1
18,2022,19,261,18.53368,237.3,9,1071311,988,11,299.2,22.44,10.684,7.7,15,8.1
18.2,2022,19,261,18.53368,237.3,9,1459416,989,11,302.2,26.16,10.851,4.1,7,9
18.4,2022,19,261,18.53368,237.3,9,1501450,989,11,305.3,26.9,11.015,3.7,50,9.9
18.6,2022,19,261,18.53368,237.3,9,1540301,989,10,308.4,27.62,11.176,3.8,8,11.6
18.8,2022,19,261,18.53368,237.3,9,1575083,989,10,311.5,28.29,11.33,3.5,5,14.7
19,2022,19,261,18.53368,237.3,9,1605272,990,10,314.5,28.92,11.477,3.8,8,16.7
19.2,2022,19,261,18.53368,237.3,9,1630735,990,10,317.4,29.5,11.613,3.8,5,18.3
19.4,2022,19,261,18.53368,237.3,9,1651718,990,10,320.1,30.03,11.738,3.6,10,19.1
19.6,2022,19,261,18.53368,237.3,9,1668781,990,10,322.7,30.5,11.852,3.4,10,20.7
19.8,2022,19,261,18.53368,237.3,9,1682707,990,10,325,30.92,11.955,3.4,10,22.1
20,2022,19,261,18.53368,237.3,9,1694393,990,10,327,31.29,12.048,3.8,10,23
20.2,2022,19,261,18.53368,237.3,9,1704743,990,10,328.8,31.62,12.13,3.7,10,24.2
20.4,2022,19,261,18.53368,237.3,9,1714583,989,10,330.1,31.91,12.204,3.8,10,25
20.6,2022,19,261,18.53368,237.3,9,1724610,989,11,331.1,32.17,12.269,3.8,10,25.9
20.8,2022,19,261,18.53368,237.3,9,1735327,989,11,331.7,32.39,12.326,3.9,11,27
21,2022,19,261,18.53368,237.3,9,1747096,989,11,331.9,32.58,12.377,3.7,3,28
21.2,2022,19,261,18.53368,237.3,9,1760056,989,11,331.7,32.74,12.419,3.7,16,28.2
21.4,2022,19,261,18.53368,237.3,9,1774143,988,11,331,32.87,12.453,3.8,15,29.8
21.6,2022,19,261,18.53368,237.3,9,1789067,988,12,330,32.96,12.478,3.7,5,31
21.8,2022,19,261,18.53368,237.3,9,1804265,988,12,328.5,33.02,12.491,3.3,16,31.4
22,2022,19,261,18.53368,237.3,9,1818895,988,12,326.7,33.04,12.493,3.9,16,32
22.2,2022,19,261,18.53368,237.3,9,1831822,987,13,324.5,33.02,12.48,3.6,20,33
22.4,2022,19,261,18.53368,237.3,9,1841645,987,13,321.9,32.94,12.452,3.6,10,34.9
22.6,2022,19,261,18.53368,237.3,9,1846777,987,13,319.1,32.76,12.406,3.7,10,40
22.8,2022,19,261,18.53368,237.3,9,1845583,986,14,316,32.56,12.342,3.3,14,42.1
23,2022,19,261,18.53368,237.3,9,1836563,986,14,312.8,32.28,12.259,3.6,27,43.7
23.2,2022,19,261,18.53368,237.3,9,1818580,986,14,309.4,31.92,12.156,3.5,10,41.9
23.4,2022,19,261,18.53368,237.3,9,1791069,986,14,305.9,31.48,12.036,3.8,14,44.6
23.6,2022,19,261,18.53368,237.3,9,1754207,985,14,302.4,30.95,11.897,3.9,9,46
23.8,2022,19,261,18.53368,237.3,9,1300257,985,14,298.8,26.83,11.741,3.8,15,46.8
24,2022,19,261,18.53368,237.3,9,1263392,985,15,295.4,26.17,11.569,3.7,15,48.4
1,2022,20,262,18.53368,237.3,9,1337755,985,14,280.7,25.03,10.527,3.7,13,49.4
1.2,2022,20,262,18.53368,237.3,9,1272365,986,14,278.7,24.03,10.292,3.8,15,46.3
1.4,2022,20,262,18.53368,237.3,9,1208506,986,14,277.2,23,10.051,3.3,10,47.4
1.6,2022,20,262,18.53368,237.3,9,1146642,986,14,276,21.94,9.805,3.8,3,49.4
1.8,2022,20,262,18.53368,237.3,9,1087092,987,13,275.3,20.86,9.556,3.6,10,45.2
2,2022,20,262,18.53368,237.3,9,1030068,987,13,275,19.76,9.304,3.5,10,47.8
2.2,2022,20,262,18.53368,237.3,9,975715,987,12,275.1,18.66,9.052,3.7,11,51.4
2.4,2022,20,262,18.53368,237.3,9,924147,988,12,275.6,17.45,8.801,3.6,10,53.4
2.6,2022,20,262,18.53368,237.3,9,875466,988,12,276.6,16.35,8.552,3.8,26,55.4
2.8,2022,20,262,18.53368,237.3,9,829777,988,11,277.9,15.29,8.309,3.7,8,52.4
3,2022,20,262,18.53368,237.3,9,787189,989,11,279.7,14.27,8.074,3.7,13,52.3
3.2,2022,20,262,18.53368,237.3,9,747808,989,11,281.7,13.36,7.85,3.4,10,51.8
3.4,2022,20,262,18.53368,237.3,9,711722,989,10,284.1,12.44,7.639,3.4,13,49
3.6,2022,20,262,18.53368,237.3,9,678988,990,10,286.7,11.59,7.443,3.4,11,45.3
3.8,2022,20,262,18.53368,237.3,9,649604,990,10,289.5,10.81,7.264,3.6,12,44.5
4,2022,20,262,18.53368,237.3,9,623500,990,10,292.5,10.12,7.104,3.4,13,43.9
4.2,2022,20,262,18.53368,237.3,9,600519,990,9,295.6,9.51,6.964,3.3,12,39.6
4.4,2022,20,262,18.53368,237.3,9,580414,991,9,298.8,9,6.842,4.2,16,35
4.6,2022,20,262,18.53368,237.3,9,562843,991,9,302.1,8.56,6.738,4,16,33.9
4.8,2022,20,262,18.53368,237.3,9,547270,991,9,305.3,8.18,6.65,3.8,10,33.1
5,2022,20,262,18.53368,237.3,9,533051,991,9,308.4,7.87,6.576,3.4,11,31.3
5.2,2022,20,262,18.53368,237.3,9,519607,991,9,311.4,7.6,6.511,3.7,11,30
5.4,2022,20,262,18.53368,237.3,9,506435,991,9,314.3,7.36,6.453,3.5,10,28.3
5.6,2022,20,262,18.53368,237.3,9,493123,991,8,317,7.13,6.397,3.4,16,25.3
5.8,2022,20,262,18.53368,237.3,9,479355,991,8,319.5,6.92,6.34,3.7,3,21.6
6,2022,20,262,18.53368,237.3,9,464919,991,9,321.8,6.71,6.279,3.3,14,14.9
6.2,2022,20,262,18.53368,237.3,9,449716,991,9,323.8,6.49,6.21,3.4,16,12
6.4,2022,20,262,18.53368,237.3,9,433760,991,9,325.5,6.27,6.133,3.4,10,12.7
